# Number of vertices:
960
# Edge list:
165,261
123,704
134,241
133,701
144,612
230,820
224,346
848,739
407,565
491,117
386,314
386,862
22,944
895,140
266,79
392,584
885,164
269,104
316,487
323,333
626,85
798,381
815,628
366,319
406,150
299,128
672,827
593,14
56,6
552,32
176,118
314,721
559,1
270,933
645,748
686,837
572,14
547,681
175,336
589,641
761,410
372,414
702,904
415,332
899,871
92,334
422,949
653,155
202,898
424,888
350,488
373,840
650,264
595,696
874,665
39,322
382,76
817,540
16,588
111,479
895,733
744,588
568,298
159,51
802,412
536,3
931,673
524,246
538,866
916,792
937,902
90,84
753,765
471,720
204,679
573,34
354,322
449,358
86,563
691,160
712,787
935,916
364,268
556,455
796,295
592,27
247,734
583,138
309,460
676,537
213,740
197,655
370,658
593,619
125,546
769,590
434,340
559,32
3,786
792,790
45,218
141,352
432,371
121,708
238,541
772,581
779,332
307,220
--- Next graph:
# Number of vertices:
960
# Edge list:
437,791
604,659
850,384
949,28
679,280
124,321
872,423
25,708
827,87
726,40
619,877
43,674
780,518
356,678
862,658
608,706
270,177
371,403
640,220
613,1
772,853
786,696
139,368
378,82
892,377
914,274
900,759
730,269
48,570
371,312
499,883
190,653
472,727
603,739
292,801
249,237
239,954
415,155
366,806
564,116
19,607
948,738
188,752
800,408
95,424
594,329
640,308
137,451
856,797
554,133
386,747
790,739
699,458
668,398
675,852
761,811
551,630
654,93
94,204
753,607
460,837
251,136
77,710
442,38
78,734
617,476
774,367
537,273
9,906
902,599
676,882
538,489
578,776
825,74
24,27
165,786
389,552
547,161
262,119
135,495
702,917
118,436
246,514
767,257
950,858
568,15
655,147
294,376
586,943
383,60
888,808
314,647
601,433
707,61
556,521
528,899
2,894
869,641
846,431
35,548
74,466
80,721
477,701
397,821
395,69
758,207
383,311
625,751
876,392
396,217
763,463
63,299
623,533
250,737
70,78
295,863
571,569
823,713
325,278
9,618
926,483
218,819
177,784
535,694
355,166
869,890
55,256
523,96
788,684
626,793
597,936
660,326
53,487
630,86
728,185
167,698
520,796
852,506
108,263
504,913
935,737
267,847
880,684
881,247
838,951
168,248
783,369
907,344
389,433
516,524
228,509
418,532
809,79
904,616
950,289
712,264
507,677
150,629
351,385
820,307
382,937
234,649
944,745
23,502
266,13
294,885
794,360
435,678
205,529
344,528
912,393
317,75
757,26
719,553
911,584
130,785
886,864
469,774
107,71
665,275
291,339
55,498
242,891
221,357
216,567
481,868
485,244
322,804
906,325
828,574
204,456
411,139
377,170
234,484
286,792
680,669
261,769
544,8
682,100
176,41
221,670
261,233
218,707
527,765
391,160
583,304
211,846
352,915
546,643
898,937
51,621
64,508
227,713
827,748
210,584
21,563
157,265
141,687
171,31
233,222
688,255
241,213
378,637
908,473
686,534
615,685
189,354
735,815
477,669
263,809
412,333
815,908
683,565
933,553
341,896
307,927
282,79
831,526
105,602
825,643
736,56
300,161
375,476
36,762
43,175
784,343
304,21
91,84
929,146
107,115
632,491
843,588
114,496
539,301
813,496
766,27
566,494
7,688
698,318
62,887
6,481
180,920
402,521
631,711
113,855
154,691
362,592
635,590
873,658
46,666
512,829
802,346
254,873
349,652
200,132
455,742
778,711
110,628
738,287
121,102
519,615
824,86
216,89
109,916
850,431
565,897
456,424
298,58
52,335
361,889
620,146
68,644
35,421
151,795
168,174
605,422
750,522
430,536
857,657
327,697
310,891
511,782
395,503
376,571
536,803
391,662
120,338
182,556
910,486
606,468
816,542
203,331
787,875
875,229
955,99
718,272
946,16
842,432
854,148
260,209
691,320
932,734
271,240
894,660
90,303
509,555
933,769
789,880
59,362
690,394
134,905
254,17
555,828
808,71
836,308
116,62
81,733
162,531
516,582
449,954
98,754
75,704
547,579
20,181
785,779
866,470
500,606
94,30
689,240
112,561
529,558
513,299
744,348
277,805
276,464
600,921
70,651
467,66
596,169
634,709
952,2
268,799
317,245
277,927
953,327
575,747
639,813
197,212
919,453
876,931
527,613
871,546
595,773
202,5
101,222
557,173
203,249
703,959
225,92
504,602
430,28
679,331
508,25
402,697
480,667
206,243
941,727
478,373
363,562
297,88
292,830
638,462
44,494
699,538
794,741
881,957
693,420
247,797
845,245
364,858
879,469
677,422
611,593
7,64
65,425
6,103
194,459
639,225
33,581
663,367
525,411
510,934
217,550
428,336
522,777
259,681
588,909
488,91
461,400
777,830
406,806
457,955
143,198
798,893
10,724
485,446
916,690
811,889
12,408
172,275
570,700
181,754
235,272
768,905
262,404
300,429
614,372
442,332
413,46
206,399
644,186
213,578
320,365
466,445
417,256
208,608
543,505
884,694
958,656
653,517
833,253
148,826
20,392
848,865
929,687
83,330
410,947
122,500
551,45
374,264
315,648
16,370
696,273
918,871
664,741
258,468
901,709
837,878
335,297
866,341
922,214
670,586
151,560
770,407
295,788
22,649
610,449
904,838
84,349
541,626
730,80
487,191
820,624
812,255
37,289
609,729
284,131
867,191
440,781
187,155
580,723
96,33
410,342
503,755
142,802
271,930
232,787
705,407
306,843
219,144
105,242
672,909
646,490
103,792
158,428
309,87
892,495
751,893
160,561
147,673
865,664
667,856
187,467
143,935
278,10
470,612
879,587
416,801
778,350
39,133
560,484
766,822
745,629
507,287
22,829
925,14
328,436
164,810
510,729
23,127
455,762
450,552
795,418
860,616
448,237
171,946
673,957
355,57
175,97
443,749
158,725
672,475
178,569
274,489
126,701
81,423
387,900
479,799
379,44
19,45
132,29
768,695
878,833
178,870
625,890
913,373
421,844
465,220
215,348
310,374
400,185
671,618
867,515
482,435
460,37
502,48
493,340
899,314
851,591
854,202
52,68
884,804
572,771
343,125
122,104
627,438
740,196
654,735
198,296
444,753
224,403
826,153
231,85
775,882
512,668
479,604
657,887
32,393
419,860
290,285
412,386
301,743
88,190
129,196
915,153
533,315
0,693
165,401
311,290
554,720
567,11
575,34
109,760
302,117
368,862
497,211
162,549
326,72
605,208
174,342
323,388
524,192
65,276
598,550
179,776
722,283
241,293
743,559
42,50
59,313
353,922
214,288
591,641
347,226
714,207
498,183
252,246
157,541
930,861
238,781
397,3
940,340
250,136
130,462
844,56
493,610
76,34
328,117
582,589
817,542
106,284
239,334
579,482
585,478
661,531
840,841
458,612
159,779
121,194
95,520
938,767
770,683
29,252
387,419
874,659
549,230
910,539
819,793
663,381
357,450
840,525
69,956
676,47
236,849
576,18
816,574
169,700
765,140
577,156
266,959
594,474
772,114
332,288
705,36
580,209
50,384
583,302
896,351
382,595
15,57
645,452
888,771
681,99
184,138
414,526
924,517
703,429
319,390
409,369
333,461
562,587
577,454
337,926
631,173
176,42
733,149
201,123
942,812
651,352
440,85
635,746
353,441
439,545
223,358
692,63
898,515
359,864
499,738
736,280
159,324
128,385
945,783
471,775
128,923
228,917
293,911
758,119
842,849
581,183
545,572
537,82
432,780
98,715
851,585
718,761
336,951
671,296
324,511
716,167
41,800
726,359
330,907
949,111
650,666
405,123
859,742
404,592
394,163
138,564
131,0
471,420
358,532
661,434
814,535
728,47
760,1
506,764
732,73
652,648
952,897
232,719
943,628
92,491
682,267
54,269
149,279
617,60
835,807
72,443
634,488
90,832
463,77
447,540
345,426
924,283
557,824
853,622
14,622
338,243
689,380
642,156
518,285
291,919
150,717
32,260
414,413
372,434
363,514
611,184
381,230
740,702
427,623
337,576
286,710
603,200
235,638
939,732
464,717
627,309
163,725
596,791
154,715
704,600
61,501
144,593
519,686
49,124
492,902
370,457
24,835
841,480
958,356
195,316
789,180
401,223
912,445
822,642
823,106
305,748
647,744
773,944
127,193
945,366
646,137
142,345
928,334
12,857
868,680
448,716
179,573
870,530
918,750
821,624
839,8
895,573
497,236
339,620
427,135
100,396
53,199
534,195
126,265
141,438
49,475
454,530
441,281
256,759
931,706
723,238
76,614
416,543
836,563
568,365
486,636
319,379
244,548
940,51
303,4
93,188
390,318
724,189
947,863
40,473
134,831
599,257
425,186
650,845
656,492
790,807
306,755
886,112
928,354
279,782
444,956
601,118
731,932
763,415
665,38
31,655
598,523
11,948
398,215
633,212
437,544
439,764
316,941
692,248
380,388
347,757
818,219
923,182
26,73
645,282
798,193
115,934
621,281
914,847
13,796
861,113
298,953
268,817
322,722
749,885
803,229
810,483
903,938
921,270
172,54
632,446
323,501
942,451
231,199
872,409
102,321
474,903
164,83
305,490
756,17
313,140
472,589
361,839
18,375
3,590
67,662
874,145
566,832
834,925
89,805
619,227
877,633
350,505
258,637
152,201
721,170
675,818
746,708
559,752
636,256
145,329
197,66
360,453
859,192
101,597
558,685
97,426
67,936
226,540
224,513
756,129
108,920
205,406
4,855
58,459
405,251
152,848
895,399
110,609
452,30
312,120
259,447
253,720
125,834
364,465
814,39
5,939
346,166
731,901
674,104
883,695
712,714
210,111
